TCP,text_name,EEBO,VID,STC,ESTC,Status,Author,Author 2,Author 3,Author 4,Translator,Date,Date Corrections,Title,Form,Genre,Network,Notes,Pages,Simplified Title,Subgenre,BigNamesSubgenre,Terms,SuperScience,BigNamesScience
A40448,A40448.headed.txt,12138773,54827,Wing F2170; ESTC R5348,R5348,Free,"French, John, 1616-1657.",,,,,1653,,"The art of distillation, or, A treatise of the choicest spagiricall preparations performed by way of distillation together with the description of the chiefest furnaces & vessels used by ancient and moderne chymists : also, A discourse of divers spagiricall experiments and curiosities, and the anatomy of gold and silver with the chiefest preparations and curiosities thereof, together with their vertues : all which are contained in VI bookes / composed by John French ...",,Alchemy,Occultism,,282,,,,Distillation -- Early works to 1800.,TRUE,FALSE
A40451,A40451.headed.txt,23258240,109520,Wing F2176; ESTC R42037,R42037,Free,"French, John, 1616-1657.",,,,,1654,,"The York-shire spaw, or, A treatise of foure famous medicinal wells viz. the spaw, or vitrioline-well, the stinking, or sulphur-well, the dropping, or petrifying-well, and S. Mugnus-well, near Knare borow in York-shire : together with the causes, vertues and use thereof : for farther information read the contents / composed by J. French, Dr. of Physick.",,Med-Specific Treatise,,,136,,Hydrotherapy,,Mineral waters -- England -- Yorkshire.; Mineral waters -- Therapeutic use -- Early works to 1800.; Health resorts -- England -- Yorkshire.,TRUE,FALSE
A40503,A40503.headed.txt,18186762,106963,Wing F2233; ESTC R38897,R38897,Free,"Froger, FranÃ§ois, b. 1676.",,,,,1698,,"A relation of a voyage made in the years 1695, 1696, 1697, on the coasts of Africa, Streights of Magellan, Brasil, Cayenna, and the Antilles, by a squadron of French men of war, under the command of M. de Gennes by the Sieur Froger ... ; illustrated with divers strange figures, drawn to the life.; Relation d'un voyage fait en 1695, 1696, & 1697, aux cÃ´tes d'Afrique, d'etroit de Magellan, Brezil, Cayenne, & Isles Antilles, par une escadre des vaisseaux du roi, commandÃ©e par m. de Gennes. English",,Navigation,,,174,,,,Voyages and travels.; South America -- Description and travel.,TRUE,FALSE
A40528,A40528.headed.txt,10456179,45121,Wing F2260A; ESTC R28245,R28245,Free,"Fulke, William, 1538-1589.; F. W. Observations on Dr. F. his booke of meteors.",,,,,1655,,"Meteors, or, A plain description of all kind of meteors as well fiery and ayrie, as watry and earthy, briefly manifesting the causes of all blazing-stars, shooting stars, flames in the aire, thunder, lightning, earthquakes, rain, dew, snow, clouds, sprigs, stones, and metalls / by W.F.",,Astronomy,,,186,,,,Astronomy -- Early works to 1800.; Earth sciences -- Early works to 1800.; Metallurgy -- Early works to 1800.,TRUE,FALSE
A40887,A40887.headed.txt,12130993,54711,Wing F428; ESTC R2613,R2613,Free,"Faria e Sousa, Manuel de, 1590-1649.; Stevens, John, d. 1726.",,,,,1695,,"The Portugues Asia, or, The history of the discovery and conquest of India by the Portugues containing all their discoveries from the coast of Africk, to the farthest parts of China and Japan, all their battels by sea and land, sieges and other memorable actions, a description of those countries, and many particulars of the religion, government and customs of the natives, &c. : in three tomes / written in Spanish by Manuel de Faria y Sousa ... ; translated into English by Cap. John Stevens.; Asia Portuguesa. English",,Geography,,,1508,,,,"Discoveries in geography -- Portuguese.; Portuguese -- India.; Portugal -- History -- Period of discoveries, 1385-1580.; India -- History -- 1500-1765.; East Asia -- History.",TRUE,FALSE
A41013,A41013.headed.txt,19367900,108792,Wing F59; ESTC R221238,R221238,Restricted,"Fyler, Samuel.",,,,,1699,,"Longitudinis inventÃ_ explicatio non longa, or, Fixing the volatilised, and taking time on tiptoe, briefly explain'd by which rules are given to find the longitude at sea by, as truly and exactly as the latitude is found by the star in the tayle of Ursa Minor, call'd the Pole-star / by S.F. ...",,Navigation,,,16,,,,Longitude -- Early works to 1800.; Navigation -- Early works to 1800.,TRUE,FALSE
A41093,A41093.headed.txt,31354662,110222,Wing F67; ESTC R41246,R41246,Restricted,"Faber, Albert Otto, 1612-1684.",,,,,1662,,"Alberti Ottonis Fabri medici regii exer. Suec. Paradoxon de morbo Gallico libr. II, or, A paradox concerning the shameful disease for a warning to all against deceitful cures / translated out of the High-Dutch by Johan Kauffman.",,Med-Specific Treatise,,,81,,Disease,,Syphilis -- Early works to 1800.; Sexually transmitted diseases -- Early works to 1800.,TRUE,FALSE
A41139,A41139.headed.txt,12388820,60938,Wing F71; ESTC R12937,R12937,Free,"Fabricius Hildanus, Wilhelm, 1560-1634.; Lower, Richard, 1631-1691. Tractatus de corde. English. Selections.",,,,,1674,,"Cista militaris, or, A military chest, furnished either for sea, or land, with convenient medicines, and necesary instruments amongst which is also a description of Dr. Lower's lancet, for the more safe bleeding / written in Latin, by Gulielmus Fabritius Hildanus ; Englished for publick benefit.; Reisekasten. English. 1674",,Med-Specific Treatise,,,35,,Physiology,,Medicine -- Early works to 1800.,TRUE,FALSE
A41151,A41151.headed.txt,12125680,54589,Wing F72; ESTC R22891,R22891,Free,"Fabricius Hildanus, Wilhelm, 1560-1634.; Steer, John, Chyrurgeon.",,,,,1642,,"Gulielm, Fabricius Hildamus, his experiments in chyrurgerie concerning combustions or burnings made with gun powder, iron shot, hot-water, lightning, or any other fiery matter whatsoever : in which is excellently described the differences, signs, prognostication and cures, of all accidents and burning themselves : very necessary and useful for all gentlemen, and soldiers as well of the trayned bands, as others, especially upon sudden occasions / translated out of Latine by Iohn Steer, Chyrurgeon.; De combustionibus. English",,Med-Specific Treatise,,,64,,Physiology,,Burns and scalds.; Medicine -- Early works to 1800.,TRUE,FALSE
A41215,A41215.headed.txt,12900685,95233,Wing F797; ESTC R5270,R5270,Free,"Ferne, H. (Henry), 1602-1662.",,,,,1656,,"Pian piano, or, Intercourse between H. Ferne, Dr. in divinity and J. Harrington, Esq. upon occasion of the doctors censure of the Common-wealth of Oceana.",,Philosophy of Science,,,78,,,,"Harrington, James, 1611-1677. -- Commonwealth of Oceana.; Great Britain -- History -- Commonwealth and Protectorate, 1649-1660.",TRUE,FALSE
A41246,A41246.headed.txt,99833794,38272,Wing F82A; ESTC R222645,R222645,Free,"Fage, Robert.",,,,,1667,,"Cosmography or, a description of the whole world represented (by a more exact and certain discovery) in the excellencies of its scituation, commodities, inhabitants, and history: of their particular and distinct governments, religions, arms, and degrees of honour used amongst them. Enlarged with very many and rare additions. Very delightful to be read in so small a volum. By Robert Fage Esquire.",,Geography,,,176,,,,Geography -- Early works to 1800.; Anthropology -- Early works to 1870.,TRUE,FALSE
A41248,A41248.headed.txt,12037812,52918,Wing F83; ESTC R16870,R16870,Free,"Fage, Robert.",,,,,1658,,"A description of the whole world with some general rules touching the use of the globe : wherein is contained the situation of several countries, their particular and distinct governments, religions, arms, and degrees of honour used among them ... / by Robert Fage, Esq.",,Geography,,,77,,,,Geography -- Early works to 1800.,TRUE,FALSE
A41254,A41254.headed.txt,19526399,108994,Wing F841; ESTC R40884,R40884,Free,"Feyens, Jean, d. 1585.; Rowland, William.",,,,,1668,,"A new and needful treatise of spirits and wind offending mans body wherein are discovered their nature, causes and effects / by the learned Dr. Fienns ; and Englished by William Rowland ...; Flatibus humanum corpus molestantibus. English",,Med-Specific Treatise,,,138,,Physiology,,Medicine -- Early works to 1800.,TRUE,FALSE
A41325,A41325.headed.txt,10700843,45531,Wing F952; ESTC R28627,R28627,Restricted,"Fioravanti, Leonardo, 1518-1588.; Paracelsus, 1493-1541.; Penot, Bernard Georges, d. 1617?; Hollandus, Johan IsaÃ_c, 15th cent.",,,,,1659,,"An exact collection of the choicest and more rare experiments and secrets in physick and chyrurgery (both cymick and Galenick) viz. of Leonard Phioravant, Knight and doctour in physick and chyrurgery, his Rational secrets and chyrurgery &c. : whereunto is annexed Paracelsus's One hundred and fourteen experiments : with certain excellent works of G.B. `a ortu Aquitano ; also Isaac Holandus, his secrets concerning his vegetal and animal work : with Quercetanus his Spagyrick antidotary for gun-shot : also certain collections out of some manuscripts of Dr. Edwards and other physitians of note ...",,Med-Materia Medica/Recipes,,,731,,,,Medicine -- Early works to 1800.,TRUE,FALSE
A41365,A41365.headed.txt,11844545,49809,Wing G1003; ESTC R14347,R14347,Free,"Goedaert, Johannes, 1617-1668.; Place, Francis, 1647-1728.; Lister, Martin, 1638?-1712.",,,,,1682,,Of insects Johannes Goedaert ; done into English and methodized with the addition of notes ; the figures etched upon copper by Mr. Fr Place ...; Metamorphosis naturalis. English,,Natural History,Royal Society,,161,,Biology,Natural History,Insects -- Early works to 1800.,TRUE,TRUE
A41371,A41371.headed.txt,99833908,38386,Wing G100A; ESTC R223618,R223618,Restricted,"Gadbury, John, 1627-1704.",,,,,1667,,"Vox solis: or, an astrological discourse of the great eclipse of the sun, which happened on June 22. 1666 in 10 deg. of the watry signe Cancer. Shewing what effects may most probably attend it, and unto what persons, kingdoms and countries, they are chiefly directed. By John Gadbury, PhilomathÄmapkoz. With allowance. Intended to have been publisht in his Ephemeris for this present year 1667. but prevented by reason of the late terrible conflagration of London.",,Astronomy,,,37,,,,Solar eclipses -- 1666 -- Early works to 1800.,TRUE,FALSE
A41373,A41373.headed.txt,11310511,47418,Wing G1011; ESTC R30416,R30416,Free,"Hortolanus, junior.; R. G.",,,,,1698,,"The golden age, or, The reign of Saturn review'd tending to set forth a true and natural way to prepare and fix common mercury into silver and gold : intermix'd with a discourse vindicating and explaining that famous universal medicine of the ancients, vulgarly called the philosophers stone, built upon four natural principles / an essay written by Hortolanus, junr. ; preserved and published by R.G.",,Alchemy,Occultism,,240,,,,Science -- Early works to 1800.; Alchemy.,TRUE,FALSE
A41428,A41428.headed.txt,12253173,57184,Wing G1090; ESTC R8857,R8857,Free,"Goodall, Charles, 1642-1712.",,,,,1676,,"The Colledge of Physicians vindicated, and the true state of physick in his nation faithfully represented in answer to a scandalous pamphlet, entituled, The corner stone, &c. / by Charles Goodall ...",,Med-Specific Treatise,Royal College of Physicians,,223,,Polemic,,"Huyberts, Adrian. -- Corner-stone laid towards the building of a new colledge.; Royal College of Physicians of London.; Medical laws and legislation -- Great Britain.",TRUE,FALSE
A41559,A41559.headed.txt,13594067,100728,Wing G1288; ESTC R15742,R15742,Free,"Gordon, Patrick, fl. 1700.",,,,,1699,,"Geography anatomiz'd, or, The compleat geographical grammar being a short and exact analysis of the whole body of modern geography after a new and curious method / collected from the best authors and illustrated with divers maps by Pat. Gordon ...",,Geography,,,492,,,,Geography -- Early works to 1800.,TRUE,FALSE
A41604,A41604.headed.txt,11223694,46897,Wing G133; ESTC R29918,R29918,Free,"Gale, Theophilus, 1628-1678.",,,,,1672,,"The anatomie of infidelitie, or, An explanation of the nature, causes, aggravations and punishment of unbelief by Theophilus Gale.",,Philosophy of Science,Royal Society,,276,,,,Skepticism.; Belief and doubt.,TRUE,FALSE
A41639,A41639.headed.txt,12256128,57509,Wing G143; ESTC R16919,R16919,Free,"Gale, Theophilus, 1628-1678.",,,,,1678,,"The court of the gentiles. Part IV, Of reformed philosophie. Book III, Of divine predetermination, wherein the nature of divine predetermination is fully explicated and demonstrated, both in the general, as also more particularly, as to the substrate mater [sic] or entitative act of sin.; Court of the gentiles. Part IV. Book III",,Science-Religion,Royal Society,,236,,,,Philosophy and religion -- Early works to 1800.,TRUE,FALSE
A41681,A41681.headed.txt,13788998,101821,Wing G141; ESTC R10994,R10994,Restricted,"Gale, Theophilus, 1628-1678.",,,,,1677,,"The court of gentiles. Part III, The vanity of pagan philosophy demonstrated from its causes, parts, proprieties, and effects, namely pagan idolatrie, Judaic apostasie, gnostic infusions, errors among the Greek fathers, specially Origen, Arianisme, Pelagianisme, and the whole systeme of papisme or antichristianisme : distributed into three parts, mystic, scholastic, and canonic theologie / by Theophilus Gale.",,Science-Religion,Royal Society,,264,,,,Philosophy and religion -- Early works to 1800.,TRUE,FALSE
