TCP,ESTC,text_name,Title,Title 30 Char or fewer,Author,Physical Description,Phys Desc Notes,Derived Date,Publication Place,Publisher,Verse/Prose/Mixed,Helsinki Prototypical Text Category,Non-Helsinki Prototypical,Status,Notes
A60612,R21663,A60612.headed.txt,"Two sermons preached at two publick assizes for the county of Svffolk, in the sheriffalty of Will. Soame of Hawleigh, in Suffolk, Esq. by Will. Smyth, D.D., Pr. Nor. and vic. of Mendlesham in Suffolk.",TwoSermonsAtAssizes,"Smith, William, b. 1615 or 16.",8�,,1674,London :,"Printed by Andr. Clark for Walter Kettilby ...,",prose,IR,INST,Free,
A61045,R37621,A61045.headed.txt,"The Speeches of the five Jesuits that were executed at Tyburn on Friday the 20th of this instant June, 1679",SpeechesOfExecutedJesuits,"Whitbread, Thomas, 1618-1679.|Barrow, William, 1610-1679.|Caldwell, John, 1628-1679.|Gawen, John, 1640-1679.",2�,,1679,[London? :,"s.n.,",prose,IR,INST,Free,
A61096,R9052,A61096.headed.txt,"Villare Anglicum, or, A vievv of the tovvnes of England collected by the appointment of Sir Henry Spelman ...",ViewTownsEngland,"Spelman, Henry, Sir, 1564?-1641.|Dodsworth, Roger, 1585-1654.",4�,,1656,London :,"Printed by R. Hodgkinsonne ...,",prose,EX,EX,Free,
A61471,R15154,A61471.headed.txt,A discourse of the freedom of the will by Peter Sterry ...,FreedomOfWill,"Sterry, Peter, 1613-1672.",2�,,1675,London :,"Printed for John Starkey...,",prose,IR,INST,Free,religious prose
A62099,R23479,A62099.headed.txt,"Foure sermons vvherein is made a foure-fold discovery viz. of ecclesiasticall selfe-seeking, a wisemans carriage in evill times, the benefit of Christian patience, the right nature and temper of the spirit of the Gospel / by Edvvard Symons ...|Sermons. Se",4SermonsBySymons,"Symmons, Edward.",4�,,1642,London :,"Printed by R.C. for Andrew Crooke ...,",prose,IR,INST,Free,
A62908,R188,A62908.headed.txt,"An elegy on the Most Reverend Father in God, His Grace, John, late Lord Archbishop of Canterbury by N. Tate ...",ElegyArchbishopCanterbury,"Tate, Nahum, 1652-1715.",2�,,1695,London :,"Printed for B. Aylmer ..., and W. Rogers ...,",verse,NN,NARR,Free,"does contain some imaginative elements (NI?), but mostly describes the archbishop's virtues/accomplishments"
A62942,R220901,A62942.headed.txt,"The eagle-trussers elegie. a tract bewailing the losse of that incomparable generalissimo Gustavus Adolphus, the great King of Sweden, who after manifold and glorious victories left his life also triumphantly and laureated at the famous Battle of Lutzen,",EagleTrussersElegy,"G. T. (George Tooke), 1595-1675.",4�,,1660,London :,"printed for Charls Webb at the Boare's Head in St Paul's Church-yard,",verse,NI,NARR,Free,NI rather than NN because it's a fictional dialogue?
A63172,R25661,A63172.headed.txt,"The tryal of Capt. Thomas Wallcot for high-treason in conspiring to compass the death of His Majesty, and to subvert the government who was tryed this 12th of July at the Sessions-house in the Old-Bayley, and there found guilty of the said high-treason :",TrialOfCaptainWallcot,"Walcot, Thomas, d. 1683.",1/2�,double-sided,1683,[S.l.] :,"Printed for Langely Curtis,",prose,NN,NARR,Free,
A63585,R21635,A63585.headed.txt,"The true narrative of the proceedings at the sessions for London and Middlesex, begun April the 30th, 1679 giving an exact account of the tryal of a popish priest, condemn'd for high treason, a maid tryed for firing her masters house, and divers for murde",ProceedingsAtSessions1679,England and Wales. Court of Quarter Sessions of the Peace (London),4�,,1679,London :,"[s.n.],",prose,NN,NARR,Free,
A63661,R1587,A63661.headed.txt,"A true relation of Colonell Cromwels proceedings against the cavaliers wherein set forth the number of those that were taken, kil'd and maimed at his late victories obtained over them : sent in a letter / from a Gentleman in his army ; dated July 24, 1643",RelationOfCromwellsProceedings,Gentleman in his army.,4�,,1643,London :,"Printed for Bejamin [sic] Allen,",prose,NN,NARR,Free,
A64084,R23556,A64084.headed.txt,A brief disquisition of the law of nature according to the principles and method laid down in the Reverend Dr. Cumberland's (now Lord Bishop of Peterboroughs) Latin treatise on that subject : as also his confutations of Mr. Hobbs's principles put into ano,BriefDisquisitionLawOfNature,"Tyrrell, James, 1642-1718.|Cumberland, Richard, 1631-1718.",8�,,1692,London :,"Printed, and are to be sold by Richard Baldwin ...,",prose,IS,INST,Free,"contains scientific and religious elements, but put with IS because of philosophical elements"
A64315,R733,A64315.headed.txt,Miscellanea ... by a person of honour.,MiscellaneaByAPersonOfHonor,"Temple, William, Sir, 1628-1699.",8�,,1680,London :,"Printed by A.M. and R.R. for Edw. Gellibrand ...,",prose,EX,EX,Free,
A64376,R23739,A64376.headed.txt,"A sermon preached at the anniversary meeting of the clergy-mens sons in the church of St. Mary-le-Bow, December 3, 1691 by Thomas Tenison.",SermonAtStMaryLeBow,"Tenison, Thomas, 1636-1715.",4�,,1691,London :,"Printed for Ric. Chiswell,",prose,IR,INST,Free,
A64571,R10060,A64571.headed.txt,"Christian and conjugal counsell, or, Christian counsell, applyed unto the maried estate by Will. Thomas ...",ChristianConjugalCounsel,"Thomas, William, 1593-1667.",12�,,1661,London :,"Printed for Edward Thomas ...,",prose,IR,INST,Free,
A64749,R1483,A64749.headed.txt,"Thalia rediviva the pass-times and diversions of a countrey-muse, in choice poems on several occasions : with some learned remains of the eminent Eugenius Philalethes, never made publick till now.",DiversionsCountryMuse,"Vaughan, Henry, 1622-1695.|J. W.|Vaughan, Thomas, 1622-1666.",8�,,1678,London :,"Printed for Robert Pawlet ...,",verse,NN,DESC,Free,
A64763,R203871,A64763.headed.txt,"Anthroposophia theomagica or A discourse of the nature of man and his state after death; grounded on his creator's proto-chimistry, and verifi'd by a practicall examination of principles in the great world. By Eugenius Philalethes.",DiscourseOnNatureOfMan,"Vaughan, Thomas, 1622-1666.",8�,,1650,London :,"Printed by T.W. for H. Blunden at the Castle in Corn-hill,",mixed,EX,EX,Free,"mix of prophecy, magic, science"
A64986,R220763,A64986.headed.txt,"An explicatory catechism: or, An explanation of the assemblies shorter catechism. Wherein those principles are enlarged upon especially, which obviate the great and growing errors of Popery; useful for those families that desire to hold fast the form of s",ExplicatoryCatechism,"Vincent, Thomas, 1634-1678.",8�,,1675,London :,"printed for Henry Mortlock at the Ph�nix in St. Paul's Church-yard; and White-Hart in Westminster Hall,",prose,IR,INST,Free,
A65052,R27037,A65052.headed.txt,Aesop a comedy as it is acted at the Theatre-Royal in Drury-Lane.,AesopAComedy,"Vanbrugh, John, Sir, 1664-1726.|Boursault, 1638-1701.",4�,,1697,London :,"Printed for Thomas Bennet,",mixed,NI,NARR,Free,On the line between translation and adaptation
A65219,R217150,A65219.headed.txt,Methodi practic� specimen. An essay of a practical grammar; or An enquiry after a more easie and certain help to the construing and pearcing of authors; and to the making and speaking of Latin. Containing a sett of Latins answerable to the most fundamenta,EssayPracticalGrammar,"Wase, Christopher, 1625?-1690.",8�,,1667,London :,"printed by A. Maxwell, and are to be sold by Samuel Gellibrand,",prose,IS,INST,Free,
A65458,R33581,A65458.headed.txt,An epistle to a friend concerning poetry by Samuel Wesley.,EpistleConcerningPoetry,"Wesley, Samuel, 1662-1735.",2�,,1700,London :,"Printed for Charles Harper ...,",verse,IS,INST,Free,
A65849,R38309,A65849.headed.txt,"Christ ascended above the clouds his [brace] divinity--light in man, his being [brace] the Word in saints the only way and rule [brace] vindicated [brace] from the cloudy, erroneous, heretical, and blasphemous conceits of John Newman and his brethren : an",ChristAscendedAboveClouds,"Whitehead, George, 1636?-1723.",4�,,1669,London printed :,"[s.n.],",prose,IR,ARG,Free,
A65852,R217347,A65852.headed.txt,"The Christianity of the people commonly called Quakers asserted against the unjust charge of their being no Christians, upon several questions relating to those matters wherein their Christian belief is questioned.",ChristianityOfQuakersAsserted,"Whitehead, George, 1636?-1723.",1�,single-sided,1689,London :,"printed for Thomas Northcott, in George-yard, in Lumbardstreet,",prose,IR,INST,Free,
A65868,R38606,A65868.headed.txt,"The he-goats horn broken, or, Innocency elevated against insolency  impudent falshood in answer to two books against the people of God called Quakers : the one intituled, A fuller discovery, which is stuffed with such a multitude of lyes, slanders, and pe",HeGoatsHornBroken,"Whitehead, George, 1636?-1723.",4�,,1660,London :,"Printed for Robert Wilson ...,",prose,IR,ARG,Free,
A65884,R20202,A65884.headed.txt,"A rambling pilgrim, or, Profane apostate, exposed being an answer to two persecuting books, falsly entitled, I. The pilgrim's progess from Quakerism to Christianity, II. A modest defence, with an epistle dedicatory to his bountiful benefactors / by G.W.",Rambling PilgrimExposed,"Whitehead, George, 1636?-1723.",4�,,1700,London :,"Printed and sold by T. Sowle ...,",prose,IR,ARG,Free,
A65895,R26355,A65895.headed.txt,"Truth tryumphing in a suffering time over deceit and falsehood, or, William Prynn's book of Quakers unmasked clearly detected and the innocency of the people vindicated from the grosse abuses and injuries done them by him ... / by G.W.",PrynnsQuakersUnmasked,"Whitehead, George, 1636?-1723.",4�,,1664,[London] :,"Printed for the reader,",prose,IR,ARG,Free,
A66292,R38085,A66292.headed.txt,"By the King and Queen, a proclamation for altering some of the times appointed for holding the next assizes",ProclamationAlteringAssizes,England and Wales. Sovereign (1689-1694 : William and Mary)|Mary 1662-1694.|William 1650-1702.,1�,single-sided,1693,London :,"Printed by Charles Bill, and the executrix of Thomas Newcomb, deceas'd ...,",prose,STA,STA,Free,
A66326,,A66326.headed.txt,"By the King and Queen, a proclamation requiring all seamen and mariners to render themselves to Their Majesties service",ProclamationSeamenMariners,England and Wales. Sovereign (1689-1694 : William and Mary)|Mary 1662-1694.|William 1650-1702.,1 sheet,single-sided,1692,London :,"Printed by Charles Bill, and the executrix of Thomas Newcomb deceas'd ...,",prose,STA,STA,Free,
A66541,R38664,A66541.headed.txt,"The history of Great Britain being the life and reign of King James the First, relating to what passed from his first access to the crown, till his death / by Arthur Wilson.",LifeReignKingJamesI,"Wilson, Arthur, 1595-1652.",2�,,1653,London :,"Printed for Richard Lownds ...,",prose,NN,NARR,Free,
A66550,W3002,A66550.headed.txt,"A seasonable vvatch-vvord unto Christians against the dreams  dreamers of this generation delivered in a sermon November 16th. 1665 / and being the last lecture, which was preached by that reverend, faithful and eminent man of God Mr. John Wilson ...",WatchwordUntoChristians,"Wilson, John, 1588-1667.",4�,,1677,Cambridge :,"Printed by S. Green  S. Green,",prose,IR,INST,Free,
A66555,R219584,A66555.headed.txt,David's distress and deliverance a sermon on I Samuel 30. 6. preached at Edinburgh March 22nd. 1696. By J:W: minster of the gospel.,DavidsDistressDeliverance,"Wilson, John, ca. 1654-ca. 1719.",4�,,1696,Edinburgh :,"printed by John Reid, at his Printing-House in Bell's-Wynd,",prose,IR,INST,Free,
A66847,R221174,A66847.headed.txt,"The queen-like closet; or, Rich cabinet stored with all manner of rare receipts for preserving, candying  cookery. Very pleasant and beneficial to all ingenious persons of the female sex. By Hannah Wolley.|Rich cabinet|Ladies new closet. or rather Rich ca",QueenLikeClosetRecipes,"Woolley, Hannah, fl. 1670.|Woolley, Hannah, fl. 1670.",12�,,1670,London :,"printed for R. Lowndes at the White Lion in Duck-Lane, near West-Smithfield,",prose,IS,INST,Free,
A67202,R10532,A67202.headed.txt,"The plain-dealer a comedy, as it is acted at the Theatre Royal / written by Mr. Wycherley.",PlainDealerAComedy,"Wycherley, William, 1640-1716.",4�,,1677,London :,"Printed by T.N. for James Magnes and Rich. Bentley ...,",prose,NI,NARR,Free,
A67379,R2541,A67379.headed.txt,A defense of the Christian Sabbath in answer to a treatise of Mr. Tho. Bampfield pleading for Saturday-sabbath / by John Wallis.,DefenseChristianSabbath,"Wallis, John, 1616-1703.",4�,,1692,Oxford :,"Printed by L. Litchfield and are to be sold by Chr. Coningsby,",prose,IR,ARG,Free,
A67407,R12564,A67407.headed.txt,A second letter concerning the Holy Trinity pursuant to the former from the same hand : occasioned by a letter there inserted from one unknown / by John Wallis.,SecondLetterTrinity,"Wallis, John, 1616-1703.|W. J.",4�,,1691,London :,"Printed for Tho. Parkhurst ...,",prose,IR,ARG,Free,
A67511,R8237,A67511.headed.txt,"The metamorphos'd beau, or, The intrigues of Ludgate",MetamorphosedBeau,"Ward, Edward, 1667-1731.",2�,,1700,London :,"Printed by J. Hew ...,",prose,NN or NI?,NARR,Free,
A67574,R38484,A67574.headed.txt,"Seven sermons preached by the Right Reverend Father in God, Seth Lord Bishop of Sarum.",SevenSermonsByBishopSarum,"Ward, Seth, 1617-1689.",8�,,1674,London :,"Printed for James Collins ...,",prose,IR,INST,Free,
A67686,R34720,A67686.headed.txt,"Geologia, or, A discourse concerning the earth before the deluge wherein the form and properties ascribed to it, in a book intitlued The theory of the earth, are excepted against ... / by Erasmus Warren ...",GeologiaEarthBeforeDeluge,"Warren, Erasmus.",4�,,1690,London :,"Printed for R. Chiswell ...,",prose,EX,EX,Free,"uses natural history to defend Biblical story of flood, so could be IS or IR, but EX allows for overlap between secular and religious information"
A67869,R1737,A67869.headed.txt,"Newes from Ireland, relating hovv Captaine Vaughan put to the sword 300. armed rebels, and how the Earle of Castle-haven, Sir Hen: Elmar, Sir Nich: White, and his 2. sons are imprisoned as traytors in Dublin Castle. Together vvith the copies of 2. letters",NewsFromIreland,,4�,,1642,London :,"Printed for John Sweeting,",prose,NN,NARR,Free,
